Timestamp (UTC),Transaction Description,Currency,Amount,To Currency,To Amount,Native Currency,Native Amount,Native Amount (in USD),Transaction Kind,Transaction Hash
2022-09-20 15:47:21,Adjustment (Credit),ETHW,0.003501,,,NOK,0.244621267,0.02429578423844,admin_wallet_credited,
